Event,Time,Date,TimeStamp [ms],ADC1,ADC2,SiPM [mV],Temp [C],Presure [Pa],DeadTime [us],Coincident
18985,19:41:31,6/11/21,13996008,68,7,5.95,26.06,102579.73,1850,0
18986,19:41:32,6/11/21,13997099,156,7,8.18,26.07,102579.8,52401,0
18987,19:41:32,6/11/21,13997264,166,7,8.45,26.07,102579.8,1851,0
18988,19:41:32,6/11/21,13997283,162,8,8.35,26.07,102579.8,1849,0
18989,19:41:33,6/11/21,13997758,248,6,10.21,26.07,102579.8,52398,0
18990,19:41:33,6/11/21,13997775,126,7,7.32,26.07,102579.8,1849,0
18991,19:41:33,6/11/21,13998274,178,7,8.76,26.07,102580.22,3754,0
18992,19:41:33,6/11/21,13998437,971,349,65.7,26.07,102580.22,1849,0
18993,19:41:34,6/11/21,13999413,407,8,12.18,26.07,102580.05,52400,0
18994,19:41:35,6/11/21,14000089,62,8,5.9,26.07,102580.29,52398,0
18995,19:41:35,6/11/21,14000283,954,156,40.21,26.07,102580.29,2593,0
18996,19:41:35,6/11/21,14000366,359,8,11.75,26.07,102580.29,1851,0
18997,19:41:37,6/11/21,14001667,841,73,25.25,26.07,102579.62,102950,0
18998,19:41:37,6/11/21,14001713,842,69,24.71,26.07,102579.62,5139,0
18999,19:41:37,6/11/21,14001801,677,11,15.26,26.07,102579.62,1849,0
19000,19:41:38,6/11/21,14002772,743,23,18.82,26.07,102579.83,52401,0
19001,19:41:38,6/11/21,14002917,101,7,6.62,26.07,102579.49,1850,0
19002,19:41:38,6/11/21,14002978,593,8,13.75,26.07,102579.49,1849,0
19003,19:41:38,6/11/21,14003023,375,9,11.96,26.07,102579.49,1848,0
19004,19:41:38,6/11/21,14003046,764,26,19.48,26.07,102579.49,3810,0
19005,19:41:38,6/11/21,14003176,919,129,35.63,26.07,102579.49,1851,0
19006,19:41:39,6/11/21,14003721,794,42,21.69,26.07,102579.49,52402,0
19007,19:41:39,6/11/21,14004281,965,190,44.43,26.07,102579.49,1852,0
19008,19:41:40,6/11/21,14004751,221,8,9.75,26.07,102579.33,52402,0
19009,19:41:40,6/11/21,14005461,510,7,12.8,26.08,102579.73,1848,0
19010,19:41:41,6/11/21,14006269,429,9,12.41,26.08,102579.56,52401,0
19011,19:41:41,6/11/21,14006325,285,5,10.75,26.08,102579.73,3811,0
19012,19:41:42,6/11/21,14006974,576,8,13.56,26.08,102579.98,52402,0
19013,19:41:43,6/11/21,14007852,158,7,8.23,26.08,102579.8,52400,0
19014,19:41:43,6/11/21,14008048,231,7,9.93,26.08,102579.8,1851,0
19015,19:41:43,6/11/21,14008275,315,8,11.26,26.08,102579.8,1849,0
19016,19:41:43,6/11/21,14008568,155,8,8.16,26.08,102579.8,52400,0
19017,19:41:43,6/11/21,14008573,173,7,8.63,26.08,102579.8,3862,0
19018,19:41:44,6/11/21,14008758,75,8,6.05,26.08,102580.22,1849,0
19019,19:41:44,6/11/21,14008776,567,8,13.46,26.08,102580.22,1848,0
19020,19:41:44,6/11/21,14009071,806,50,22.51,26.08,102580.22,1847,0
19021,19:41:44,6/11/21,14009237,690,12,15.63,26.08,102580.22,1849,0
19022,19:41:45,6/11/21,14009733,161,7,8.32,26.08,102580.22,52401,0
19023,19:41:45,6/11/21,14010005,87,7,6.28,26.08,102580.22,2593,0
19024,19:41:45,6/11/21,14010225,450,8,12.48,26.08,102580.47,3949,0
19025,19:41:46,6/11/21,14011055,954,161,40.94,26.08,102580.47,52400,0
19026,19:41:47,6/11/21,14012141,152,7,8.07,26.08,102580.47,52402,0
19027,19:41:47,6/11/21,14012608,638,9,14.44,26.08,102580.12,52405,0
19028,19:41:48,6/11/21,14012791,545,8,13.22,26.08,102579.96,1854,0
19029,19:41:48,6/11/21,14012918,69,7,5.96,26.08,102579.96,1849,0
19030,19:41:48,6/11/21,14013074,172,8,8.62,26.08,102579.96,3811,0
19031,19:41:48,6/11/21,14013568,904,109,31.74,26.09,102580.34,52398,0
19032,19:41:49,6/11/21,14013650,274,7,10.66,26.09,102580.34,1850,0
19033,19:41:49,6/11/21,14014037,456,8,12.52,26.09,102580.34,1851,0
19034,19:41:49,6/11/21,14014158,175,8,8.69,26.09,102580.17,1847,0
19035,19:41:50,6/11/21,14015193,966,313,59.24,26.09,102580.25,52401,1
19036,19:41:50,6/11/21,14015209,917,126,35.06,26.09,102580.25,1851,0
19037,19:41:51,6/11/21,14015823,99,7,6.57,26.09,102580.08,54363,0
19038,19:41:51,6/11/21,14016090,116,7,7.03,26.09,102580.08,1850,0
19039,19:41:51,6/11/21,14016208,646,9,14.5,26.09,102580.08,1849,0
19040,19:41:52,6/11/21,14016846,564,8,13.43,26.09,102579.91,52400,0
19041,19:41:52,6/11/21,14016938,668,9,14.58,26.09,102579.91,1849,0
19042,19:41:52,6/11/21,14017338,391,8,12.05,26.09,102579.91,1850,0
19043,19:41:52,6/11/21,14017444,209,9,9.51,26.09,102579.91,3808,0
19044,19:41:53,6/11/21,14018177,262,7,10.47,26.09,102580.28,52401,0
19045,19:41:54,6/11/21,14019229,696,14,16.28,26.09,102580.12,52404,0
19046,19:41:54,6/11/21,14019260,176,7,8.71,26.09,102580.12,1852,0
19047,19:41:55,6/11/21,14019749,108,8,6.81,26.09,102580.36,52399,0
19048,19:41:55,6/11/21,14019817,817,59,23.46,26.09,102580.36,2592,0
19049,19:41:55,6/11/21,14020208,740,20,18.12,26.09,102580.36,1850,0
19050,19:41:55,6/11/21,14020404,98,7,6.54,26.09,102580.36,4004,0
19051,19:41:56,6/11/21,14020635,564,8,13.43,26.09,102580.19,52400,0
19052,19:41:56,6/11/21,14020694,821,57,23.25,26.09,102580.19,1849,0
19053,19:41:56,6/11/21,14020872,119,7,7.12,26.09,102580.19,1849,0
19054,19:41:56,6/11/21,14021553,989,713,128.42,26.09,102580.02,52399,0
19055,19:41:57,6/11/21,14021690,960,241,49.3,26.09,102580.02,1851,0
19056,19:41:57,6/11/21,14022017,102,7,6.64,26.1,102580.09,3813,0
19057,19:41:57,6/11/21,14022147,519,8,12.98,26.1,102580.09,1849,0
19058,19:41:57,6/11/21,14022163,99,7,6.57,26.1,102580.09,1848,0
19059,19:41:57,6/11/21,14022586,665,10,14.9,26.1,102580.09,52401,0
19060,19:41:57,6/11/21,14022598,941,148,38.97,26.1,102580.09,1851,0
19061,19:42:00,6/11/21,14024874,626,7,13.83,26.1,102580,102952,0
19062,19:42:00,6/11/21,14025138,732,17,17.3,26.1,102580,1851,0
19063,19:42:00,6/11/21,14025364,986,773,137.88,26.1,102580,3811,0
19064,19:42:01,6/11/21,14026269,93,8,6.42,26.1,102579.84,52402,0
19065,19:42:01,6/11/21,14026277,93,8,6.42,26.1,102579.84,1849,0
19066,19:42:01,6/11/21,14026442,557,8,13.35,26.1,102579.84,1847,0
19067,19:42:02,6/11/21,14027586,66,7,5.93,26.1,102580.25,102951,0
19068,19:42:02,6/11/21,14027601,295,8,10.99,26.1,102580.25,1851,0
19069,19:42:03,6/11/21,14028190,108,7,6.81,26.1,102580.08,3809,0
19070,19:42:04,6/11/21,14028640,681,11,15.28,26.1,102579.91,52402,0
19071,19:42:04,6/11/21,14028931,136,7,7.61,26.1,102580.33,1852,0
19072,19:42:04,6/11/21,14029073,402,8,12.14,26.1,102580.33,1849,0
19073,19:42:04,6/11/21,14029135,689,12,15.63,26.1,102580.33,1847,0
19074,19:42:04,6/11/21,14029459,96,8,6.49,26.1,102580.33,1849,0
19075,19:42:05,6/11/21,14029635,661,10,14.88,26.1,102580.33,52399,0
19076,19:42:06,6/11/21,14031023,707,14,16.33,26.11,102580.37,55297,0
19077,19:42:06,6/11/21,14031101,974,428,78.25,26.11,102580.37,1853,0
19078,19:42:06,6/11/21,14031158,356,8,11.72,26.11,102580.37,1850,0
19079,19:42:06,6/11/21,14031377,719,17,17.26,26.11,102580.37,1848,0
19080,19:42:07,6/11/21,14031761,441,8,12.42,26.11,102580.2,52400,0
19081,19:42:07,6/11/21,14031808,208,7,9.46,26.11,102580.2,1849,0
19082,19:42:07,6/11/21,14031829,115,8,7.01,26.11,102580.2,3809,0
19083,19:42:07,6/11/21,14032002,76,7,6.06,26.11,102580.2,1846,0
19084,19:42:07,6/11/21,14032102,962,176,42.88,26.11,102580.2,1850,0
19085,19:42:07,6/11/21,14032152,961,169,42.02,26.11,102580.03,1850,0
19086,19:42:07,6/11/21,14032191,594,8,13.77,26.11,102580.03,1850,0
19087,19:42:08,6/11/21,14033110,969,377,70.63,26.11,102580.27,52400,0
19088,19:42:09,6/11/21,14033690,77,8,6.08,26.11,102580.27,52400,0
19089,19:42:09,6/11/21,14033855,683,12,15.61,26.11,102580.27,3809,0
19090,19:42:09,6/11/21,14034019,439,9,12.48,26.11,102580.27,1849,0
19091,19:42:09,6/11/21,14034314,674,11,15.25,26.11,102580.27,1851,0
19092,19:42:09,6/11/21,14034327,287,8,10.88,26.11,102580.27,1850,0
19093,19:42:10,6/11/21,14034875,643,10,14.74,26.11,102580.1,52397,0
19094,19:42:10,6/11/21,14035119,336,8,11.51,26.11,102580.1,1850,0
19095,19:42:11,6/11/21,14035667,444,8,12.44,26.11,102580.52,54412,0
19096,19:42:11,6/11/21,14035701,567,8,13.46,26.11,102580.52,1849,0
19097,19:42:11,6/11/21,14035716,859,82,26.66,26.11,102580.52,1848,0
19098,19:42:11,6/11/21,14035726,150,7,8.01,26.11,102580.52,1849,0
19099,19:42:11,6/11/21,14035800,388,8,12.02,26.11,102580.52,1849,0
19100,19:42:11,6/11/21,14035854,101,7,6.62,26.11,102580.52,1848,0
19101,19:42:11,6/11/21,14035894,417,8,12.25,26.11,102580.52,1849,0
19102,19:42:11,6/11/21,14035927,434,8,12.37,26.11,102580.52,3808,0
19103,19:42:12,6/11/21,14037043,83,7,6.19,26.11,102580.17,52399,0
19104,19:42:12,6/11/21,14037257,916,123,34.49,26.11,102580.17,1850,0
19105,19:42:12,6/11/21,14037586,692,12,15.64,26.11,102580.59,52401,0
19106,19:42:13,6/11/21,14037723,795,47,22.18,26.11,102580.59,1849,0
19107,19:42:13,6/11/21,14038076,69,7,5.96,26.11,102580.42,1850,0
19108,19:42:13,6/11/21,14038289,637,9,14.43,26.11,102580.42,1849,0
19109,19:42:14,6/11/21,14039236,471,8,12.62,26.11,102580.42,54360,0
19110,19:42:14,6/11/21,14039623,104,7,6.7,26.11,102580.42,52401,0
19111,19:42:15,6/11/21,14040014,438,8,12.4,26.11,102580.25,2593,0
19112,19:42:15,6/11/21,14040356,621,9,14.28,26.11,102580.25,1847,0
19113,19:42:15,6/11/21,14040591,411,8,12.21,26.12,102580.63,52399,0
19114,19:42:16,6/11/21,14040801,438,7,12.32,26.12,102580.63,1847,0
19115,19:42:16,6/11/21,14041390,138,7,7.67,26.12,102580.63,3952,0
19116,19:42:17,6/11/21,14041704,550,9,13.4,26.12,102580.47,52400,0
19117,19:42:17,6/11/21,14042081,710,14,16.34,26.12,102580.47,1851,0
19118,19:42:17,6/11/21,14042211,641,9,14.46,26.12,102580.47,1850,0
19119,19:42:17,6/11/21,14042580,109,7,6.83,26.12,102580.47,52399,0
19120,19:42:18,6/11/21,14042694,117,7,7.06,26.12,102580.47,1849,0
19121,19:42:18,6/11/21,14042705,150,6,8.01,26.12,102580.47,1851,0
19122,19:42:18,6/11/21,14042863,726,17,17.28,26.12,102580.47,3809,0
19123,19:42:18,6/11/21,14043349,913,121,34.1,26.12,102580.7,1850,0
19124,19:42:19,6/11/21,14044006,957,179,43.24,26.12,102580.53,52401,0
19125,19:42:20,6/11/21,14044993,381,7,11.9,26.12,102580.95,52403,0
19126,19:42:20,6/11/21,14044999,880,89,27.91,26.12,102580.95,1851,0
19127,19:42:20,6/11/21,14045102,695,12,15.65,26.12,102580.95,1850,0
19128,19:42:20,6/11/21,14045271,73,7,6.02,26.12,102580.95,3810,0
19129,19:42:21,6/11/21,14045783,580,8,13.61,26.12,102580.78,52399,0
19130,19:42:21,6/11/21,14046220,615,9,14.21,26.12,102580.61,1848,0
19131,19:42:21,6/11/21,14046466,122,7,7.2,26.12,102580.61,1848,0
19132,19:42:21,6/11/21,14046579,78,7,6.1,26.12,102580.61,52401,0
19133,19:42:22,6/11/21,14047387,541,8,13.18,26.12,102580.82,1849,0
19134,19:42:23,6/11/21,14047977,127,8,7.35,26.12,102580.82,52399,0
19135,19:42:23,6/11/21,14048017,80,7,6.13,26.12,102580.82,3810,0
19136,19:42:25,6/11/21,14049825,68,7,5.95,26.13,102581.06,102951,0
19137,19:42:25,6/11/21,14050044,737,20,18.11,26.13,102581.06,2594,0
19138,19:42:25,6/11/21,14050119,79,7,6.12,26.13,102581.06,1849,0
19139,19:42:25,6/11/21,14050439,978,402,74.63,26.13,102580.9,1850,0
19140,19:42:27,6/11/21,14052176,374,8,11.9,26.13,102580.64,102952,0
19141,19:42:28,6/11/21,14052948,66,7,5.93,26.13,102580.47,54500,0
19142,19:42:28,6/11/21,14053307,281,7,10.76,26.13,102580.47,1850,0
19143,19:42:30,6/11/21,14054730,219,7,9.69,26.13,102580.38,102952,0
19144,19:42:30,6/11/21,14054802,636,9,14.42,26.13,102580.38,1857,0
19145,19:42:30,6/11/21,14054805,414,8,12.23,26.13,102580.38,1857,0
19146,19:42:30,6/11/21,14054833,425,7,12.24,26.13,102580.38,1855,0
19147,19:42:31,6/11/21,14055778,466,8,12.59,26.13,102580.45,52406,0
19148,19:42:31,6/11/21,14055867,97,8,6.52,26.13,102580.45,3810,0
19149,19:42:31,6/11/21,14056280,710,15,16.64,26.13,102580.45,1847,0
19150,19:42:31,6/11/21,14056399,970,220,47.28,26.13,102580.45,1850,0
19151,19:42:31,6/11/21,14056479,533,8,13.11,26.13,102580.45,1851,0
19152,19:42:31,6/11/21,14056578,546,8,13.23,26.13,102580.45,52398,0
19153,19:42:31,6/11/21,14056612,454,8,12.51,26.13,102580.45,1847,0
19154,19:42:32,6/11/21,14057133,356,8,11.72,26.13,102580.45,3809,0
19155,19:42:32,6/11/21,14057605,118,8,7.09,26.14,102580.86,52399,0
19156,19:42:33,6/11/21,14057638,105,7,6.72,26.14,102580.86,1847,0
19157,19:42:33,6/11/21,14057812,163,8,8.38,26.14,102580.86,1849,0
19158,19:42:33,6/11/21,14057986,69,7,5.96,26.14,102580.86,1847,0
19159,19:42:34,6/11/21,14059370,281,7,10.76,26.14,102580.86,52398,0
19160,19:42:35,6/11/21,14059715,103,7,6.67,26.14,102581.23,52400,0
19161,19:42:35,6/11/21,14060012,169,8,8.54,26.14,102581.07,4744,0
19162,19:42:35,6/11/21,14060100,77,6,6.08,26.14,102581.07,1847,0
19163,19:42:35,6/11/21,14060136,977,404,74.93,26.14,102581.07,1848,0
19164,19:42:35,6/11/21,14060224,971,251,50.36,26.14,102581.07,1851,0
19165,19:42:36,6/11/21,14061241,90,9,6.35,26.14,102581.07,52402,0
19166,19:42:36,6/11/21,14061560,666,10,14.9,26.14,102581.31,52400,0
19167,19:42:37,6/11/21,14061935,89,7,6.32,26.14,102581.14,1850,0
19168,19:42:39,6/11/21,14063699,964,281,54.16,26.14,102580.64,104916,0
19169,19:42:39,6/11/21,14063808,138,8,7.67,26.14,102580.64,1852,0
19170,19:42:39,6/11/21,14064467,150,8,8.02,26.14,102580.72,1847,0
19171,19:42:40,6/11/21,14065091,225,7,9.81,26.14,102580.55,52399,0
19172,19:42:40,6/11/21,14065164,698,12,15.65,26.14,102580.55,1850,0
19173,19:42:40,6/11/21,14065189,613,9,14.18,26.14,102580.55,1849,0
19174,19:42:41,6/11/21,14065669,115,8,7.01,26.15,102580.78,54415,0
19175,19:42:41,6/11/21,14065725,184,8,8.92,26.15,102580.78,1848,0
19176,19:42:41,6/11/21,14065822,702,14,16.31,26.15,102580.78,1847,0
19177,19:42:41,6/11/21,14066145,568,8,13.47,26.15,102580.78,1850,0
19178,19:42:42,6/11/21,14066783,396,8,12.09,26.15,102580.86,52398,0
19179,19:42:42,6/11/21,14067464,865,76,25.75,26.15,102580.52,1848,0
19180,19:42:43,6/11/21,14067882,755,26,19.45,26.15,102580.52,52400,0
19181,19:42:43,6/11/21,14068325,964,176,42.88,26.15,102580.36,3811,0
19182,19:42:44,6/11/21,14068667,133,7,7.52,26.15,102580.36,52401,0
19183,19:42:44,6/11/21,14069048,560,8,13.38,26.15,102580.73,1850,0
19184,19:42:44,6/11/21,14069061,164,7,8.4,26.15,102580.73,1847,0
19185,19:42:45,6/11/21,14069721,70,8,5.98,26.15,102580.73,52399,0
19186,19:42:45,6/11/21,14069809,966,222,47.47,26.15,102580.73,2592,0
19187,19:42:45,6/11/21,14070124,807,53,22.81,26.15,102580.73,3951,0
19188,19:42:45,6/11/21,14070458,122,7,7.2,26.15,102580.56,1850,0
19189,19:42:46,6/11/21,14070922,632,9,14.39,26.15,102580.98,52399,0
19190,19:42:46,6/11/21,14071245,68,7,5.95,26.15,102580.98,1851,0
19191,19:42:47,6/11/21,14072175,93,8,6.42,26.16,102581.19,52397,0
19192,19:42:47,6/11/21,14072322,810,45,22.02,26.16,102581.19,1848,0
19193,19:42:48,6/11/21,14072833,311,8,11.2,26.16,102581.02,52402,0
19194,19:42:48,6/11/21,14073242,427,8,12.32,26.16,102581.09,3809,0
19195,19:42:48,6/11/21,14073331,506,8,12.88,26.16,102581.09,1848,0
19196,19:42:49,6/11/21,14073883,844,70,24.85,26.16,102580.92,52399,0
19197,19:42:50,6/11/21,14074861,777,33,20.61,26.16,102580.59,52402,0
19198,19:42:50,6/11/21,14075096,911,117,33.32,26.16,102580.66,1851,0
19199,19:42:50,6/11/21,14075367,461,8,12.56,26.16,102580.66,1850,0
19200,19:42:51,6/11/21,14075951,516,8,12.96,26.16,102580.5,54360,0
19201,19:42:51,6/11/21,14076581,971,333,62.79,26.16,102581.08,52400,0
19202,19:42:52,6/11/21,14076970,155,8,8.16,26.16,102581.08,1849,0
19203,19:42:52,6/11/21,14077012,185,7,8.94,26.16,102581.08,1848,0
19204,19:42:52,6/11/21,14077085,726,17,17.28,26.16,102581.08,1850,0
19205,19:42:52,6/11/21,14077088,120,8,7.15,26.16,102581.08,1848,0
19206,19:42:53,6/11/21,14077838,102,7,6.64,26.16,102580.91,52397,0
19207,19:42:53,6/11/21,14077908,375,8,11.91,26.16,102580.91,3811,0
19208,19:42:53,6/11/21,14077913,977,542,93.05,26.16,102580.91,1847,0
19209,19:42:53,6/11/21,14078558,933,143,38.14,26.17,102581.32,52402,0
19210,19:42:54,6/11/21,14079345,172,8,8.62,26.17,102581.32,1850,0
19211,19:42:55,6/11/21,14079824,806,46,22.11,26.17,102581.32,52399,0
19212,19:42:55,6/11/21,14080166,441,8,12.42,26.17,102581.56,2833,0
19213,19:42:56,6/11/21,14081372,583,8,13.64,26.17,102581.05,54501,0
19214,19:42:56,6/11/21,14081376,957,157,40.36,26.17,102581.05,1849,0
19215,19:42:57,6/11/21,14081980,705,14,16.32,26.17,102581.1,52401,0
19216,19:42:57,6/11/21,14082188,108,6,6.8,26.17,102581.1,1852,0
19217,19:42:57,6/11/21,14082458,689,12,15.63,26.17,102580.93,1848,0
19218,19:42:57,6/11/21,14082630,781,35,20.87,26.17,102580.93,52400,0
19219,19:42:58,6/11/21,14083096,154,9,8.13,26.17,102580.77,1850,0
19220,19:42:58,6/11/21,14083333,588,8,13.7,26.17,102580.77,3811,0
19221,19:43:00,6/11/21,14084988,301,6,11,26.17,102580.84,102949,0
19222,19:43:00,6/11/21,14085193,215,8,9.63,26.17,102580.84,1849,0
19223,19:43:00,6/11/21,14085372,119,7,7.12,26.18,102581.42,1846,0
19224,19:43:01,6/11/21,14085769,476,8,12.66,26.18,102581.42,52400,0
19225,19:43:01,6/11/21,14086044,840,72,25.11,26.18,102581.42,1849,0
19226,19:43:03,6/11/21,14087912,680,12,15.59,26.18,102581.16,104911,0
19227,19:43:03,6/11/21,14088136,815,54,22.93,26.18,102581.16,1850,0
19228,19:43:04,6/11/21,14088835,920,134,36.55,26.18,102580.98,52401,1
19229,19:43:05,6/11/21,14090007,86,5,6.25,26.18,102581.53,52404,0
19230,19:43:05,6/11/21,14090217,966,229,48.12,26.18,102581.53,2833,0
19231,19:43:05,6/11/21,14090260,535,8,13.13,26.18,102581.53,1850,0
19232,19:43:06,6/11/21,14090874,968,298,56.74,26.18,102581.78,52401,0
19233,19:43:06,6/11/21,14090984,973,349,65.7,26.18,102581.78,3954,0
19234,19:43:06,6/11/21,14091114,82,7,6.17,26.18,102581.78,1850,0
19235,19:43:06,6/11/21,14091285,507,8,12.88,26.18,102581.78,1850,0
19236,19:43:07,6/11/21,14091734,150,7,8.01,26.18,102581.78,52398,0
19237,19:43:07,6/11/21,14091898,612,10,14.37,26.18,102581.78,1851,0
19238,19:43:07,6/11/21,14092161,420,8,12.27,26.18,102581.61,1850,0
19239,19:43:07,6/11/21,14092184,253,8,10.34,26.18,102581.61,3808,0
19240,19:43:08,6/11/21,14093236,492,9,12.86,26.19,102581.52,52399,0
19241,19:43:08,6/11/21,14093386,175,7,8.69,26.19,102581.52,1851,0
19242,19:43:08,6/11/21,14093611,161,8,8.32,26.19,102581.34,52401,0
19243,19:43:09,6/11/21,14093670,872,86,27.36,26.19,102581.34,1848,0
19244,19:43:09,6/11/21,14093790,570,8,13.49,26.19,102581.34,1851,0
19245,19:43:09,6/11/21,14094296,240,7,10.09,26.19,102581.17,1848,0
19246,19:43:10,6/11/21,14094764,136,8,7.62,26.19,102581.34,54360,0
19247,19:43:10,6/11/21,14094777,120,7,7.15,26.19,102581.34,1848,0
19248,19:43:10,6/11/21,14095089,925,134,36.56,26.19,102581.56,1849,0
19249,19:43:10,6/11/21,14095113,985,672,121.22,26.19,102581.56,1850,0
19250,19:43:10,6/11/21,14095215,172,8,8.62,26.19,102581.56,1849,0
19251,19:43:11,6/11/21,14096182,266,8,10.56,26.19,102581.39,52397,0
19252,19:43:11,6/11/21,14096229,110,7,6.86,26.19,102581.39,3863,0
19253,19:43:11,6/11/21,14096396,265,8,10.54,26.19,102581.39,1849,0
19254,19:43:12,6/11/21,14096689,445,8,12.45,26.19,102581.22,52399,0
19255,19:43:12,6/11/21,14096763,65,7,5.92,26.19,102581.22,1849,0
19256,19:43:12,6/11/21,14097069,781,32,20.48,26.19,102581.63,1849,0
19257,19:43:13,6/11/21,14097845,233,7,9.97,26.19,102581.63,52397,0
19258,19:43:13,6/11/21,14097851,120,7,7.15,26.19,102581.63,1851,0
19259,19:43:13,6/11/21,14098173,553,8,13.31,26.19,102581.63,3810,0
19260,19:43:13,6/11/21,14098467,83,7,6.19,26.19,102581.47,1848,0
19261,19:43:14,6/11/21,14098744,914,116,33.13,26.19,102581.47,52399,0
19262,19:43:14,6/11/21,14098834,641,9,14.46,26.19,102581.47,1851,0
19263,19:43:14,6/11/21,14099036,151,8,8.05,26.19,102581.3,1850,0
19264,19:43:14,6/11/21,14099285,124,7,7.26,26.19,102581.3,1846,0
19265,19:43:15,6/11/21,14099697,62,7,5.9,26.19,102581.54,54360,0
19266,19:43:15,6/11/21,14099764,679,10,14.94,26.19,102581.54,2832,0
19267,19:43:15,6/11/21,14099863,544,8,13.21,26.19,102581.54,1850,0
19268,19:43:15,6/11/21,14100116,175,8,8.69,26.19,102581.38,1851,0
19269,19:43:15,6/11/21,14100179,181,8,8.85,26.19,102581.38,1854,0
19270,19:43:16,6/11/21,14100755,961,247,49.93,26.19,102581.38,52407,0
19271,19:43:16,6/11/21,14101196,107,7,6.78,26.2,102581.61,1856,0
19272,19:43:17,6/11/21,14102124,954,175,42.76,26.2,102581.61,54504,0
19273,19:43:17,6/11/21,14102377,691,12,15.64,26.2,102581.44,1853,0
19274,19:43:18,6/11/21,14102641,654,9,14.54,26.2,102581.44,52401,0
19275,19:43:18,6/11/21,14102854,129,7,7.41,26.2,102581.69,1851,0
19276,19:43:18,6/11/21,14103267,747,22,18.62,26.2,102581.69,1849,0
19277,19:43:18,6/11/21,14103282,981,671,120.85,26.2,102581.69,1850,0
19278,19:43:19,6/11/21,14103681,76,7,6.06,26.2,102581.52,54361,0
19279,19:43:19,6/11/21,14103821,907,112,32.33,26.2,102581.35,1851,0
19280,19:43:19,6/11/21,14104151,149,7,7.98,26.2,102581.35,1851,0
19281,19:43:19,6/11/21,14104335,653,11,15.1,26.2,102581.77,1849,0
19282,19:43:21,6/11/21,14106404,911,117,33.32,26.2,102581.59,102953,0
19283,19:43:22,6/11/21,14106653,177,7,8.74,26.2,102581.59,52402,0
19284,19:43:22,6/11/21,14107170,352,8,11.68,26.2,102581.77,1850,0
19285,19:43:22,6/11/21,14107585,554,8,13.32,26.2,102582.14,54359,0
19286,19:43:23,6/11/21,14107772,539,8,13.16,26.2,102581.98,1848,0
19287,19:43:23,6/11/21,14108139,230,8,9.93,26.2,102581.98,1848,0
19288,19:43:23,6/11/21,14108417,545,8,13.22,26.2,102581.98,1847,0
19289,19:43:23,6/11/21,14108449,793,38,21.26,26.2,102581.98,1848,0
19290,19:43:26,6/11/21,14111204,699,13,15.98,26.21,102581.88,153507,0
19291,19:43:26,6/11/21,14111253,540,8,13.17,26.21,102581.88,4941,0
19292,19:43:27,6/11/21,14111921,961,185,43.91,26.21,102582.3,52402,0
19293,19:43:27,6/11/21,14112357,790,37,21.14,26.21,102582.12,1854,0
19294,19:43:28,6/11/21,14112843,982,716,129.3,26.21,102582.12,52409,0
19295,19:43:28,6/11/21,14113015,64,7,5.91,26.21,102582.12,1858,0
19296,19:43:29,6/11/21,14113893,614,8,13.98,26.21,102582.12,52408,0
19297,19:43:29,6/11/21,14114443,797,45,21.99,26.21,102582.37,1854,0
19298,19:43:30,6/11/21,14114787,91,7,6.37,26.21,102582.2,54360,0
19299,19:43:30,6/11/21,14114891,348,8,11.64,26.21,102582.2,1850,0
19300,19:43:30,6/11/21,14115248,672,10,14.92,26.21,102582.2,1848,0
19301,19:43:31,6/11/21,14115663,913,122,34.29,26.21,102582.03,52401,0
19302,19:43:31,6/11/21,14115806,456,7,12.44,26.21,102582.03,1852,0
19303,19:43:32,6/11/21,14116736,964,267,52.26,26.21,102582.27,52400,0
19304,19:43:33,6/11/21,14117727,180,7,8.81,26.21,102581.94,54363,0
19305,19:43:33,6/11/21,14117858,982,565,97.33,26.21,102581.94,1850,0
