Event,Time,Date,TimeStamp [ms],ADC1,ADC2,SiPM [mV],Temp [C],Presure [Pa],DeadTime [us],Coincident
13374,18:47:51,6/11/21,10776158,920,124,34.69,24.87,102631.81,3952,0
13375,18:47:53,6/11/21,10777860,678,12,15.58,24.87,102631.81,102949,0
13376,18:47:54,6/11/21,10778419,218,8,9.69,24.87,102631.81,1851,0
13377,18:47:54,6/11/21,10778579,871,82,26.7,24.87,102631.81,52399,0
13378,18:47:54,6/11/21,10778748,254,8,10.36,24.87,102631.81,1850,0
13379,18:47:55,6/11/21,10779471,173,7,8.63,24.87,102631.98,1848,0
13380,18:47:55,6/11/21,10779884,146,8,7.9,24.87,102632.39,54361,0
13381,18:47:56,6/11/21,10780438,105,7,6.72,24.87,102631.98,2813,0
13382,18:47:56,6/11/21,10780633,606,9,14.1,24.87,102632.56,52402,0
13383,18:47:56,6/11/21,10781288,65,7,5.92,24.87,102632.56,1850,0
13384,18:47:57,6/11/21,10782155,438,8,12.4,24.87,102632.56,52399,0
13385,18:47:57,6/11/21,10782220,925,131,36.01,24.87,102632.56,1850,0
13386,18:47:58,6/11/21,10782741,734,19,17.85,24.87,102632.73,52401,0
13387,18:47:59,6/11/21,10783904,944,150,39.29,24.87,102632.9,54559,1
13388,18:47:59,6/11/21,10784210,441,8,12.42,24.87,102632.9,1852,0
13389,18:48:00,6/11/21,10784314,483,8,12.71,24.87,102632.9,1847,0
13390,18:48:02,6/11/21,10786328,649,10,14.8,24.87,102632.73,102946,0
13391,18:48:03,6/11/21,10787561,69,6,5.96,24.87,102632.73,102951,0
13392,18:48:03,6/11/21,10787873,182,7,8.86,24.88,102633.14,1849,0
13393,18:48:04,6/11/21,10788440,158,7,8.23,24.88,102633.14,3811,0
13394,18:48:04,6/11/21,10788808,153,7,8.1,24.88,102633.14,52399,0
13395,18:48:05,6/11/21,10789780,914,119,33.72,24.88,102632.97,52398,0
13396,18:48:05,6/11/21,10789795,810,48,22.32,24.88,102632.97,2817,0
13397,18:48:07,6/11/21,10791649,919,126,35.07,24.88,102632.64,102947,0
13398,18:48:07,6/11/21,10791891,128,7,7.38,24.88,102632.88,1850,0
13399,18:48:07,6/11/21,10792250,787,35,20.89,24.88,102632.88,1848,0
13400,18:48:08,6/11/21,10792682,949,157,40.36,24.88,102632.88,54501,1
13401,18:48:08,6/11/21,10792981,845,68,24.59,24.88,102632.88,1852,0
13402,18:48:10,6/11/21,10794437,210,7,9.51,24.88,102632.55,52400,0
13403,18:48:10,6/11/21,10794608,95,8,6.47,24.88,102632.55,52402,0
13404,18:48:10,6/11/21,10795272,407,8,12.18,24.88,102632.55,1847,0
13405,18:48:11,6/11/21,10795976,925,143,38.13,24.88,102632.38,52401,0
13406,18:48:12,6/11/21,10797231,799,63,23.85,24.88,102632.28,54370,0
13407,18:48:14,6/11/21,10798391,488,8,12.74,24.88,102631.95,52402,0
13408,18:48:14,6/11/21,10798843,186,7,8.96,24.88,102631.78,52399,0
13409,18:48:15,6/11/21,10799994,578,8,13.58,24.88,102631.78,52400,0
13410,18:48:16,6/11/21,10800684,780,36,20.99,24.88,102631.78,53365,1
13411,18:48:16,6/11/21,10800734,139,7,7.7,24.88,102631.78,1851,0
13412,18:48:17,6/11/21,10802191,212,8,9.56,24.88,102631.95,52398,0
13413,18:48:18,6/11/21,10802720,582,8,13.63,24.88,102631.95,54502,0
13414,18:48:18,6/11/21,10802900,587,7,13.51,24.88,102631.95,1849,0
13415,18:48:19,6/11/21,10803848,321,8,11.33,24.88,102631.78,52400,0
13416,18:48:20,6/11/21,10804625,646,9,14.5,24.88,102632.12,52398,0
13417,18:48:21,6/11/21,10805844,896,104,30.74,24.88,102631.95,52400,1
13418,18:48:21,6/11/21,10806276,572,8,13.51,24.88,102631.95,1851,0
13419,18:48:22,6/11/21,10806431,159,7,8.26,24.88,102631.95,3863,0
13420,18:48:22,6/11/21,10806784,310,9,11.23,24.88,102631.95,52402,0
13421,18:48:22,6/11/21,10807107,971,283,54.44,24.88,102631.95,1849,0
13422,18:48:22,6/11/21,10807187,439,8,12.41,24.88,102631.95,1849,0
13423,18:48:23,6/11/21,10807419,130,7,7.44,24.88,102632.36,1847,0
13424,18:48:23,6/11/21,10807820,257,7,10.39,24.88,102632.36,52399,0
13425,18:48:23,6/11/21,10808164,750,21,18.4,24.88,102631.78,1849,0
13426,18:48:23,6/11/21,10808268,536,8,13.14,24.88,102631.78,3812,0
13427,18:48:24,6/11/21,10808699,583,8,13.64,24.88,102631.78,52397,0
13428,18:48:25,6/11/21,10809729,815,66,24.26,24.88,102631.86,52399,0
13429,18:48:25,6/11/21,10810245,709,13,16.01,24.88,102631.69,2817,0
13430,18:48:27,6/11/21,10811668,919,130,35.82,24.88,102631.69,102950,0
13431,18:48:28,6/11/21,10813062,311,8,11.2,24.89,102632.06,52401,0
13432,18:48:29,6/11/21,10813697,230,8,9.93,24.89,102632.06,54501,0
13433,18:48:31,6/11/21,10815350,164,7,8.4,24.89,102632.06,52397,0
13434,18:48:33,6/11/21,10817723,345,8,11.61,24.89,102632.06,153499,0
13435,18:48:35,6/11/21,10819358,917,129,35.63,24.89,102632.65,52399,0
13436,18:48:35,6/11/21,10819900,266,7,10.53,24.89,102632.65,52401,0
13437,18:48:35,6/11/21,10819951,81,7,6.15,24.89,102632.65,2815,0
13438,18:48:35,6/11/21,10820184,974,378,70.81,24.89,102632.81,1849,0
13439,18:48:37,6/11/21,10821573,65,7,5.92,24.89,102632.65,105053,0
13440,18:48:37,6/11/21,10822007,422,8,12.29,24.89,102632.65,1849,0
13441,18:48:37,6/11/21,10822140,638,9,14.44,24.89,102632.48,1847,0
13442,18:48:38,6/11/21,10822396,139,7,7.7,24.89,102632.48,1849,0
13443,18:48:39,6/11/21,10823463,538,8,13.15,24.89,102632.65,52402,0
13444,18:48:39,6/11/21,10823489,983,609,107.01,24.89,102632.81,1849,0
13445,18:48:39,6/11/21,10823625,521,8,13,24.89,102632.81,54360,0
13446,18:48:39,6/11/21,10823702,154,7,8.12,24.89,102632.81,1848,0
13447,18:48:40,6/11/21,10824974,97,7,6.51,24.89,102633.06,52401,0
13448,18:48:41,6/11/21,10825780,67,7,5.94,24.89,102633.06,52400,0
13449,18:48:42,6/11/21,10827159,86,7,6.26,24.89,102632.89,52401,0
13450,18:48:43,6/11/21,10827312,953,172,42.4,24.89,102632.89,1850,0
13451,18:48:43,6/11/21,10827377,90,7,6.34,24.89,102632.89,1851,0
13452,18:48:43,6/11/21,10828024,420,8,12.27,24.89,102632.89,54414,0
13453,18:48:46,6/11/21,10830993,972,376,70.47,24.89,102631.62,153503,0
13454,18:48:47,6/11/21,10831820,813,51,22.62,24.89,102631.62,53376,1
13455,18:48:47,6/11/21,10832126,93,8,6.42,24.89,102631.62,1858,0
13456,18:48:47,6/11/21,10832262,972,362,68.04,24.89,102631.62,1855,1
13457,18:48:47,6/11/21,10832268,927,136,36.92,24.89,102631.62,1858,1
13458,18:48:48,6/11/21,10832788,127,7,7.35,24.89,102631.45,54508,0
13459,18:48:49,6/11/21,10833852,150,8,8.02,24.9,102631.87,52400,0
13460,18:48:49,6/11/21,10834067,775,30,20.18,24.9,102631.87,1849,0
13461,18:48:50,6/11/21,10834589,104,8,6.7,24.9,102631.87,52401,0
13462,18:48:50,6/11/21,10835112,936,145,38.48,24.9,102632.03,1849,0
13463,18:48:50,6/11/21,10835272,975,378,70.81,24.9,102632.03,1850,0
13464,18:48:51,6/11/21,10835459,776,32,20.47,24.9,102632.03,1850,0
13465,18:48:52,6/11/21,10837181,537,8,13.15,24.9,102632.03,104911,0
13466,18:48:53,6/11/21,10837396,915,125,34.87,24.9,102632.03,1849,0
13467,18:48:53,6/11/21,10838071,964,201,45.52,24.9,102632.03,52400,0
13468,18:48:55,6/11/21,10839654,832,67,24.43,24.9,102632.2,102950,0
13469,18:48:56,6/11/21,10840345,661,10,14.88,24.9,102632.38,2819,0
13470,18:48:56,6/11/21,10841217,956,162,41.08,24.9,102632.38,52408,0
13471,18:48:57,6/11/21,10841821,431,8,12.35,24.9,102632.95,54506,0
13472,18:48:57,6/11/21,10841856,971,296,56.42,24.9,102632.95,1849,0
13473,18:48:58,6/11/21,10843067,656,10,14.85,24.9,102632.95,52399,0
13474,18:48:58,6/11/21,10843073,237,7,10.04,24.9,102632.95,1851,0
13475,18:48:58,6/11/21,10843151,421,8,12.28,24.9,102632.95,1850,0
13476,18:48:58,6/11/21,10843498,132,8,7.5,24.9,102632.95,1846,0
13477,18:48:59,6/11/21,10844206,70,7,5.98,24.9,102632.95,52396,0
13478,18:49:00,6/11/21,10844973,542,8,13.19,24.9,102633.12,54362,0
13479,18:49:00,6/11/21,10845688,966,210,46.37,24.9,102632.95,52404,0
13480,18:49:01,6/11/21,10846167,944,151,39.45,24.9,102632.95,1850,0
13481,18:49:01,6/11/21,10846313,193,8,9.14,24.9,102632.95,1851,0
13482,18:49:02,6/11/21,10846856,107,7,6.78,24.9,102633.12,52398,0
13483,18:49:02,6/11/21,10846967,777,32,20.47,24.9,102632.95,1855,0
13484,18:49:05,6/11/21,10850106,394,8,12.07,24.9,102633.12,155515,0
13485,18:49:05,6/11/21,10850316,869,85,27.18,24.9,102633.12,2822,1
13486,18:49:06,6/11/21,10851127,961,262,51.64,24.9,102633.12,52410,0
13487,18:49:06,6/11/21,10851323,163,7,8.37,24.9,102633.29,1856,0
13488,18:49:06,6/11/21,10851606,971,274,53.18,24.9,102633.29,52399,0
13489,18:49:06,6/11/21,10851669,983,595,103.67,24.9,102633.29,1852,0
13490,18:49:07,6/11/21,10851854,294,8,10.98,24.9,102633.29,1849,0
13491,18:49:08,6/11/21,10852946,966,286,54.88,24.9,102633.12,54504,0
13492,18:49:08,6/11/21,10852952,966,253,50.58,24.9,102633.12,1860,1
13493,18:49:08,6/11/21,10853267,960,165,41.49,24.9,102633.29,1856,0
13494,18:49:10,6/11/21,10855093,103,7,6.67,24.9,102633.12,102956,0
13495,18:49:11,6/11/21,10856270,441,8,12.42,24.9,102632.95,52407,0
13496,18:49:12,6/11/21,10857223,726,18,17.56,24.9,102632.62,52399,0
13497,18:49:12,6/11/21,10857428,602,9,14.05,24.9,102632.62,3812,0
13498,18:49:13,6/11/21,10858142,872,88,27.7,24.9,102632.62,52401,0
13499,18:49:13,6/11/21,10858196,936,142,37.97,24.9,102632.62,1853,0
13500,18:49:15,6/11/21,10860574,904,115,32.91,24.9,102632.28,153501,0
13501,18:49:16,6/11/21,10860856,802,59,23.42,24.9,102632.28,2817,0
13502,18:49:19,6/11/21,10864034,199,8,9.28,24.9,102632.19,153495,0
13503,18:49:20,6/11/21,10865596,680,11,15.27,24.9,102632.19,102948,0
13504,18:49:20,6/11/21,10865611,80,8,6.14,24.9,102632.19,3953,0
13505,18:49:21,6/11/21,10866213,917,127,35.25,24.9,102632.19,1847,0
13506,18:49:21,6/11/21,10866697,101,8,6.62,24.9,102632.02,52399,0
13507,18:49:22,6/11/21,10866885,338,8,11.53,24.9,102632.02,1847,0
13508,18:49:22,6/11/21,10866936,991,884,164.86,24.9,102632.02,1848,0
13509,18:49:22,6/11/21,10867339,85,7,6.23,24.9,102632.02,1850,0
13510,18:49:24,6/11/21,10869084,224,7,9.79,24.9,102632.88,104912,0
13511,18:49:24,6/11/21,10869270,582,8,13.63,24.9,102632.88,1858,1
13512,18:49:24,6/11/21,10869479,518,8,12.97,24.9,102632.7,1853,0
13513,18:49:24,6/11/21,10869604,843,68,24.58,24.9,102632.7,52398,0
13514,18:49:25,6/11/21,10870333,211,7,9.53,24.9,102632.19,2815,0
13515,18:49:25,6/11/21,10870385,735,19,17.85,24.9,102632.19,1850,0
13516,18:49:26,6/11/21,10870914,91,7,6.37,24.9,102632.19,52399,0
13517,18:49:27,6/11/21,10872232,914,123,34.49,24.9,102632.38,54504,1
13518,18:49:27,6/11/21,10872285,289,8,10.91,24.9,102632.2,1856,0
13519,18:49:27,6/11/21,10872747,806,50,22.51,24.9,102632.03,52396,0
13520,18:49:29,6/11/21,10874185,797,47,22.19,24.9,102632.2,52399,0
13521,18:49:30,6/11/21,10875249,646,9,14.5,24.9,102632.2,52401,0
13522,18:49:30,6/11/21,10875755,925,131,36.01,24.9,102632.2,52401,0
13523,18:49:32,6/11/21,10876999,795,39,21.37,24.9,102632.38,54363,0
13524,18:49:32,6/11/21,10877385,968,255,50.81,24.9,102632.38,1859,0
13525,18:49:33,6/11/21,10878083,178,8,8.77,24.9,102632.38,52407,0
13526,18:49:33,6/11/21,10878326,127,7,7.35,24.9,102632.38,1857,0
13527,18:49:33,6/11/21,10878783,985,861,155.09,24.91,102632.61,52403,1
13528,18:49:35,6/11/21,10879901,978,666,119.96,24.91,102632.61,52399,0
13529,18:49:35,6/11/21,10879944,970,302,57.39,24.91,102632.61,4919,0
13530,18:49:35,6/11/21,10880170,974,316,59.76,24.91,102632.61,1850,0
13531,18:49:37,6/11/21,10881844,545,8,13.22,24.91,102632.28,102949,0
13532,18:49:37,6/11/21,10882360,100,8,6.59,24.91,102632.11,1849,0
13533,18:49:40,6/11/21,10885041,601,8,13.84,24.91,102632.28,153495,0
13534,18:49:41,6/11/21,10886054,898,104,30.75,24.91,102632.11,52399,0
13535,18:49:41,6/11/21,10886705,103,7,6.67,24.91,102632.52,52402,0
13536,18:49:43,6/11/21,10887967,929,145,38.47,24.91,102632.34,54361,1
13537,18:49:44,6/11/21,10889130,127,8,7.35,24.91,102632.34,52402,0
13538,18:49:45,6/11/21,10890125,794,42,21.69,24.91,102632.34,52398,0
13539,18:49:46,6/11/21,10891458,960,235,48.7,24.91,102632.19,53368,0
13540,18:49:47,6/11/21,10892265,975,533,91.58,24.91,102632.34,52400,0
13541,18:49:47,6/11/21,10892383,946,151,39.45,24.91,102632.34,1851,1
13542,18:49:48,6/11/21,10892900,162,7,8.34,24.91,102632.19,54501,0
13543,18:49:49,6/11/21,10894698,149,7,7.98,24.91,102632.59,102947,0
13544,18:49:50,6/11/21,10894893,136,8,7.62,24.91,102632.42,1850,0
13545,18:49:50,6/11/21,10895123,449,8,12.48,24.91,102632.42,1849,0
13546,18:49:50,6/11/21,10895139,978,580,100.4,24.91,102632.42,1848,0
13547,18:49:51,6/11/21,10896180,881,94,28.81,24.91,102632.27,52399,0
13548,18:49:51,6/11/21,10896275,153,8,8.1,24.91,102632.27,1851,0
13549,18:49:52,6/11/21,10897659,963,297,56.58,24.91,102632.09,104908,0
13550,18:49:53,6/11/21,10898357,438,8,12.4,24.91,102632.09,1852,0
13551,18:49:53,6/11/21,10898411,284,8,10.83,24.91,102632.09,1849,0
13552,18:49:53,6/11/21,10898493,633,9,14.4,24.91,102632.09,1847,0
13553,18:49:54,6/11/21,10899440,601,9,14.04,24.91,102631.92,52399,0
13554,18:49:55,6/11/21,10900036,836,63,23.95,24.91,102631.75,52401,0
13555,18:49:55,6/11/21,10900210,910,114,32.73,24.91,102631.92,4920,0
13556,18:49:56,6/11/21,10901291,518,8,12.97,24.91,102631.92,52399,0
13557,18:49:56,6/11/21,10901719,224,7,9.79,24.91,102631.75,52396,0
13558,18:49:57,6/11/21,10902061,800,45,22,24.91,102632.33,1849,1
13559,18:49:57,6/11/21,10902330,910,116,33.12,24.91,102632.33,1851,0
13560,18:49:57,6/11/21,10902368,143,8,7.82,24.91,102632.33,1850,0
13561,18:49:57,6/11/21,10902607,686,11,15.29,24.91,102632.33,52395,0
13562,18:49:58,6/11/21,10902867,714,15,16.66,24.91,102632.33,3812,0
13563,18:49:58,6/11/21,10902903,243,8,10.17,24.91,102632.33,1851,0
13564,18:49:59,6/11/21,10904577,100,8,6.59,24.91,102632.17,102946,0
13565,18:50:00,6/11/21,10905041,68,7,5.95,24.91,102632.17,1847,0
13566,18:50:00,6/11/21,10905121,632,9,14.39,24.91,102632.17,1851,0
13567,18:50:00,6/11/21,10905185,932,144,38.31,24.91,102632.17,1849,0
13568,18:50:00,6/11/21,10905189,192,8,9.11,24.91,102632.17,3811,0
13569,18:50:01,6/11/21,10905937,126,8,7.32,24.91,102632,52396,0
13570,18:50:01,6/11/21,10906199,885,92,28.46,24.91,102632,1849,0
13571,18:50:01,6/11/21,10906278,754,23,18.86,24.91,102632,1849,0
13572,18:50:01,6/11/21,10906318,114,7,6.97,24.91,102632,1850,0
13573,18:50:03,6/11/21,10908329,376,8,11.92,24.91,102632,102946,0
13574,18:50:03,6/11/21,10908369,219,7,9.69,24.91,102631.83,1849,0
13575,18:50:05,6/11/21,10910058,910,118,33.51,24.91,102631.83,104911,0
13576,18:50:05,6/11/21,10910627,979,606,106.22,24.91,102631.66,53366,0
13577,18:50:06,6/11/21,10911357,445,8,12.45,24.91,102631.5,1850,0
13578,18:50:07,6/11/21,10911924,969,300,57.06,24.91,102631.5,52397,0
13579,18:50:09,6/11/21,10914744,955,187,44.12,24.92,102632.41,153499,0
13580,18:50:10,6/11/21,10915139,63,8,5.91,24.92,102632.41,1852,0
13581,18:50:10,6/11/21,10915583,203,8,9.37,24.92,102632.58,54444,0
13582,18:50:12,6/11/21,10916911,963,274,53.18,24.92,102632.41,52397,0
13583,18:50:12,6/11/21,10917228,174,8,8.67,24.92,102632.41,1852,0
13584,18:50:13,6/11/21,10918637,959,173,42.52,24.92,102632.58,102945,1
13585,18:50:14,6/11/21,10919437,925,135,36.74,24.92,102632.75,1852,0
13586,18:50:15,6/11/21,10920117,185,8,8.95,24.92,102632.75,52402,0
13587,18:50:17,6/11/21,10922700,144,8,7.85,24.92,102633.08,154240,0
13588,18:50:17,6/11/21,10922781,973,408,75.53,24.92,102633.08,5137,0
13589,18:50:17,6/11/21,10922818,357,8,11.73,24.92,102633.08,1851,0
13590,18:50:18,6/11/21,10923113,98,7,6.54,24.92,102633.3,1848,0
13591,18:50:18,6/11/21,10923472,582,8,13.63,24.92,102633.3,1850,0
13592,18:50:18,6/11/21,10923694,748,24,19.04,24.92,102633.3,52396,0
13593,18:50:19,6/11/21,10923982,234,7,9.98,24.92,102633.12,1852,0
13594,18:50:20,6/11/21,10925335,916,126,35.06,24.92,102632.95,54366,0
13595,18:50:20,6/11/21,10925746,78,8,6.1,24.92,102632.8,52401,0
13596,18:50:21,6/11/21,10925989,907,117,33.31,24.92,102632.8,1847,0
13597,18:50:21,6/11/21,10926001,830,65,24.18,24.92,102632.8,1851,1
13598,18:50:22,6/11/21,10926947,449,8,12.48,24.92,102632.62,52402,0
13599,18:50:22,6/11/21,10927151,945,150,39.29,24.92,102632.62,1856,0
13600,18:50:22,6/11/21,10927241,423,9,12.37,24.92,102632.62,1858,0
13601,18:50:22,6/11/21,10927651,954,152,39.6,24.92,102632.62,54422,0
13602,18:50:22,6/11/21,10927711,654,10,14.83,24.92,102632.62,1858,0
13603,18:50:23,6/11/21,10928104,136,7,7.61,24.92,102632.25,1855,0
13604,18:50:24,6/11/21,10929690,81,8,6.15,24.92,102632.8,102948,0
13605,18:50:25,6/11/21,10930297,731,18,17.58,24.92,102632.62,2595,0
13606,18:50:26,6/11/21,10931712,952,159,40.65,24.92,102632.8,102955,1
13607,18:50:26,6/11/21,10931742,429,8,12.34,24.92,102632.8,3953,0
13608,18:50:27,6/11/21,10932162,190,8,9.07,24.92,102632.8,1848,0
13609,18:50:27,6/11/21,10932391,652,9,14.53,24.92,102633.55,1848,0
13610,18:50:28,6/11/21,10933200,134,7,7.55,24.92,102633.55,52399,0
13611,18:50:29,6/11/21,10934204,313,8,11.23,24.92,102633.12,52402,0
13612,18:50:29,6/11/21,10934807,955,158,40.51,24.92,102633.3,52403,0
13613,18:50:31,6/11/21,10936324,970,510,88.19,24.92,102633.12,52403,0
13614,18:50:31,6/11/21,10936734,156,8,8.19,24.92,102633.12,54369,0
13615,18:50:33,6/11/21,10937994,188,7,9.01,24.92,102633.12,52404,0
13616,18:50:33,6/11/21,10938033,654,9,14.54,24.92,102633.12,1857,0
13617,18:50:33,6/11/21,10938240,96,7,6.49,24.92,102633.12,1857,1
13618,18:50:33,6/11/21,10938781,257,8,10.41,24.92,102632.95,52402,0
13619,18:50:34,6/11/21,10938877,519,8,12.98,24.92,102632.95,1847,0
13620,18:50:34,6/11/21,10939262,220,7,9.71,24.92,102633.12,3812,0
13621,18:50:38,6/11/21,10943253,957,188,44.23,24.92,102633.88,204059,1
13622,18:50:38,6/11/21,10943459,636,9,14.42,24.92,102633.88,2602,0
13623,18:50:39,6/11/21,10944001,718,16,16.97,24.92,102634.05,52405,0
13624,18:50:39,6/11/21,10944473,805,49,22.41,24.92,102634.05,1849,0
13625,18:50:40,6/11/21,10945088,411,8,12.21,24.92,102634.05,52401,0
13626,18:50:41,6/11/21,10946051,962,238,49,24.92,102633.88,52403,0
13627,18:50:43,6/11/21,10947976,969,314,59.41,24.92,102633.95,105059,0
13628,18:50:43,6/11/21,10948197,982,557,95.78,24.92,102633.95,1852,0
13629,18:50:43,6/11/21,10948287,974,315,59.59,24.92,102633.95,1851,0
13630,18:50:44,6/11/21,10949379,380,8,11.95,24.92,102633.61,52400,0
13631,18:50:44,6/11/21,10949392,187,8,8.99,24.92,102633.61,1849,0
13632,18:50:45,6/11/21,10950239,94,7,6.44,24.92,102633.78,52397,0
13633,18:50:45,6/11/21,10950703,106,8,6.75,24.92,102633.78,55298,0
13634,18:50:46,6/11/21,10950985,207,7,9.44,24.92,102633.61,1847,0
13635,18:50:49,6/11/21,10954267,966,397,73.88,24.92,102633.61,153502,0
13636,18:50:49,6/11/21,10954282,970,290,55.49,24.92,102633.61,1853,0
13637,18:50:49,6/11/21,10954342,879,90,28.08,24.92,102633.61,1851,0
13638,18:50:52,6/11/21,10956852,577,9,13.73,24.92,102633.45,153499,0
13639,18:50:53,6/11/21,10958093,960,215,46.82,24.93,102634.03,52403,0
13640,18:50:53,6/11/21,10958717,640,10,14.71,24.92,102633.78,54367,0
13641,18:50:54,6/11/21,10958941,66,7,5.93,24.92,102633.78,1850,0
13642,18:50:55,6/11/21,10960360,108,7,6.81,24.92,102633.61,52400,0
13643,18:50:56,6/11/21,10960946,985,965,319.65,24.92,102633.28,53145,0
13644,18:50:56,6/11/21,10961399,842,67,24.45,24.92,102633.28,1852,0
13645,18:50:56,6/11/21,10961402,359,8,11.75,24.92,102633.28,1850,0
13646,18:50:56,6/11/21,10961597,926,136,36.92,24.92,102633.28,54500,1
13647,18:50:57,6/11/21,10961937,690,13,15.95,24.92,102633.28,1850,0
13648,18:50:57,6/11/21,10961941,782,33,20.62,24.92,102633.28,1852,0
13649,18:50:57,6/11/21,10962143,552,8,13.3,24.92,102633.28,1850,0
13650,18:50:58,6/11/21,10962840,564,8,13.43,24.92,102633.11,52397,0
13651,18:50:59,6/11/21,10963925,144,7,7.84,24.93,102633.53,52398,0
13652,18:51:00,6/11/21,10965049,674,10,14.93,24.93,102633.36,54360,0
13653,18:51:01,6/11/21,10965912,728,18,17.57,24.93,102633.53,52399,0
13654,18:51:01,6/11/21,10966079,950,155,40.06,24.93,102633.69,1852,0
13655,18:51:01,6/11/21,10966687,741,22,18.59,24.93,102633.86,52402,0
13656,18:51:01,6/11/21,10966763,962,184,43.8,24.93,102633.86,1851,0
13657,18:51:02,6/11/21,10967243,882,94,28.81,24.93,102634.03,1850,0
13658,18:51:03,6/11/21,10967847,316,9,11.31,24.93,102634.2,52399,0
13659,18:51:03,6/11/21,10968130,910,115,32.93,24.93,102634.2,3813,0
13660,18:51:03,6/11/21,10968771,920,123,34.5,24.93,102634.36,52400,0
13661,18:51:04,6/11/21,10969073,674,11,15.25,24.93,102634.53,1850,1
13662,18:51:04,6/11/21,10969270,912,113,32.54,24.93,102634.53,1851,0
13663,18:51:05,6/11/21,10969899,684,12,15.61,24.93,102634.88,52401,0
13664,18:51:05,6/11/21,10970168,962,193,44.74,24.93,102634.88,2603,0
13665,18:51:05,6/11/21,10970788,160,7,8.29,24.93,102634.88,54509,0
13666,18:51:06,6/11/21,10971700,805,54,22.9,24.93,102635.05,52403,0
13667,18:51:07,6/11/21,10972047,74,7,6.03,24.93,102635.2,1852,0
13668,18:51:07,6/11/21,10972232,570,8,13.49,24.93,102635.2,1851,0
13669,18:51:08,6/11/21,10973177,89,7,6.32,24.93,102635.95,52396,0
13670,18:51:08,6/11/21,10973428,953,152,39.6,24.93,102635.8,1851,0
13671,18:51:09,6/11/21,10974016,971,442,79.99,24.93,102635.8,52401,0
13672,18:51:09,6/11/21,10974065,574,8,13.54,24.93,102635.8,3814,0
13673,18:51:10,6/11/21,10975163,970,300,57.06,24.93,102635.62,52400,0
13674,18:51:10,6/11/21,10975414,206,10,9.46,24.93,102635.62,1858,0
13675,18:51:11,6/11/21,10976199,552,8,13.3,24.93,102635.62,52407,0
13676,18:51:11,6/11/21,10976553,189,8,9.04,24.93,102635.62,52407,0
13677,18:51:13,6/11/21,10978470,604,9,14.07,24.93,102636.12,52404,0
13678,18:51:14,6/11/21,10978918,629,10,14.59,24.93,102636.12,54369,0
13679,18:51:14,6/11/21,10978934,109,8,6.84,24.93,102636.12,1859,0
13680,18:51:14,6/11/21,10979234,982,672,121.22,24.93,102636.3,1852,0
13681,18:51:14,6/11/21,10979249,166,7,8.45,24.93,102636.3,1850,0
13682,18:51:14,6/11/21,10979417,954,152,39.6,24.93,102636.3,1850,0
13683,18:51:17,6/11/21,10982373,573,8,13.53,24.93,102636.3,153498,0
13684,18:51:18,6/11/21,10983315,211,7,9.53,24.93,102636.3,53142,0
13685,18:51:18,6/11/21,10983567,73,8,6.02,24.93,102636.3,54502,0
13686,18:51:19,6/11/21,10984196,666,10,14.9,24.93,102636.3,1847,0
13687,18:51:20,6/11/21,10984934,68,6,5.95,24.93,102636.47,52399,0
13688,18:51:20,6/11/21,10985102,99,7,6.57,24.93,102636.47,1850,0
13689,18:51:21,6/11/21,10986072,710,15,16.64,24.93,102636.62,52401,0
13690,18:51:22,6/11/21,10987744,150,12,8.04,24.93,102636.8,102955,0
13691,18:51:22,6/11/21,10987813,816,56,23.13,24.93,102636.8,3812,0
13692,18:51:23,6/11/21,10988254,736,19,17.86,24.93,102637.38,1853,0
13693,18:51:23,6/11/21,10988771,574,8,13.54,24.93,102637.22,52407,0
13694,18:51:24,6/11/21,10989298,303,8,11.1,24.93,102637.38,1850,0
13695,18:51:25,6/11/21,10990633,643,10,14.74,24.93,102636.62,102955,0
13696,18:51:25,6/11/21,10990706,615,8,13.99,24.93,102636.62,2602,0
13697,18:51:26,6/11/21,10991043,917,124,34.68,24.93,102636.47,1853,1
13698,18:51:27,6/11/21,10992402,625,9,14.32,24.93,102636.47,54502,0
13699,18:51:28,6/11/21,10993134,970,329,62.07,24.93,102636.47,52401,0
13700,18:51:28,6/11/21,10993158,885,94,28.82,24.93,102636.47,1851,0
13701,18:51:28,6/11/21,10993188,153,11,8.12,24.93,102636.47,1850,0
13702,18:51:31,6/11/21,10996047,877,87,27.55,24.93,102636.3,153497,0
13703,18:51:32,6/11/21,10996834,641,9,14.46,24.93,102636.12,52404,0
13704,18:51:32,6/11/21,10996988,879,90,28.08,24.93,102636.12,3820,1
13705,18:51:32,6/11/21,10997130,913,116,33.13,24.93,102636.12,1858,0
13706,18:51:33,6/11/21,10997866,181,7,8.84,24.93,102635.8,52404,0
13707,18:51:33,6/11/21,10998596,607,12,14.66,24.93,102635.8,52399,0
13708,18:51:34,6/11/21,10999049,899,106,31.14,24.93,102635.8,1849,1
13709,18:51:34,6/11/21,10999064,625,7,13.82,24.93,102635.8,1852,0
13710,18:51:34,6/11/21,10999655,312,7,11.18,24.93,102635.62,52400,0
13711,18:51:34,6/11/21,10999797,861,81,26.5,24.93,102635.62,4773,0
13712,18:51:35,6/11/21,11000765,636,9,14.42,24.93,102635.45,52404,0
13713,18:51:36,6/11/21,11001214,740,20,18.12,24.93,102635.45,1851,0
